measurement,cluster,frequency,power_spectral_density
29,1.0,119,-0.34844
30,7.0,119,1.6892
31,7.0,119,-0.42321
32,4.0,119,-0.42802
33,6.0,119,-0.22554
34,1.0,119,-0.34646
35,6.0,119,-0.31513
36,3.0,119,-0.38128
37,6.0,119,-0.45723
38,9.0,119,-0.55629
39,11.0,119,0.27675
40,2.0,119,-0.080857
41,7.0,119,-0.12657
42,10.0,119,0.22498
43,8.0,119,-0.20794
44,3.0,119,-0.58056
45,10.0,119,-0.14565
46,11.0,119,-0.38259
47,4.0,119,-0.60066
48,11.0,119,-0.13039
49,3.0,119,-0.43443
50,11.0,119,-0.13642
51,11.0,119,-0.17124
52,6.0,119,-0.5176
53,11.0,119,0.034818
54,9.0,119,-0.51895
55,8.0,119,0.76554
56,8.0,119,1.1714
57,9.0,119,-0.48481
58,4.0,119,-0.036018
59,4.0,119,-0.11215
60,4.0,119,0.13129
61,4.0,119,-0.43376
62,4.0,119,-0.37325
63,7.0,119,1.199
64,6.0,119,-0.57837
65,7.0,119,-0.35181
66,3.0,119,-0.5979
67,2.0,119,0.29121
68,1.0,119,-0.42393
69,5.0,119,-0.52868
70,10.0,119,-0.49621
71,11.0,119,-0.63088
72,10.0,119,-0.35464
73,6.0,119,-0.54558
74,2.0,119,-0.43474
75,5.0,119,-0.46047
76,8.0,119,-0.57282
77,3.0,119,-0.37314
78,4.0,119,-0.36056
79,11.0,119,-0.16474
80,8.0,119,-0.26379
81,5.0,119,-0.53831
82,9.0,119,-0.45377
83,10.0,119,0.68253
84,8.0,119,-0.18728
85,11.0,119,-0.4349
86,5.0,119,-0.50899
87,3.0,119,-0.17007
88,9.0,119,-0.39427
89,2.0,119,-0.52512
90,7.0,119,-0.38678
91,8.0,119,-0.41958
92,9.0,119,-0.2163
93,8.0,119,-0.32602
94,1.0,119,-0.40168
95,7.0,119,-0.41403
96,11.0,119,-0.13989
97,10.0,119,-0.33722
98,3.0,119,-0.4879
99,6.0,119,-0.51902
100,3.0,119,-0.41763
101,10.0,119,0.0206
102,6.0,119,-0.48369
103,9.0,119,-0.4783
104,5.0,119,-0.41199
105,11.0,119,-0.45204
106,4.0,119,-0.24523
107,1.0,119,-0.56116
108,10.0,119,-0.51258
109,8.0,119,-0.54688
110,3.0,119,-0.35035
111,8.0,119,-0.42463
112,3.0,119,-0.49929
113,4.0,119,-0.333
114,10.0,119,-0.46128
115,10.0,119,0.15019
116,8.0,119,0.41141
117,6.0,119,-0.42135
118,5.0,119,-0.29423
119,11.0,119,-0.042838
120,6.0,119,-0.66994
121,1.0,119,-0.78789
122,10.0,119,0.36112
123,4.0,119,-0.11473
124,5.0,119,-0.48384
125,7.0,119,-0.089615
126,11.0,119,0.23698
127,5.0,119,-0.4391
128,5.0,119,-0.3843
129,9.0,119,-0.46931
130,7.0,119,-0.48671
131,5.0,119,-0.47789
132,3.0,119,-0.37532
133,11.0,119,-0.25237
134,6.0,119,-0.22319
135,4.0,119,-0.21911
136,8.0,119,-0.4609
137,11.0,119,-0.1938
138,10.0,119,0.5645
139,1.0,119,-0.47652
140,11.0,119,-0.20751
141,3.0,119,-0.34133
142,9.0,119,-0.44252
143,9.0,119,-0.56493
144,6.0,119,-0.3638
145,3.0,119,-0.54533
146,2.0,119,-0.0030247
147,2.0,119,0.81244
148,2.0,119,-0.48926
149,3.0,119,-0.30965
150,10.0,119,-0.5289
151,6.0,119,-0.47259
152,2.0,119,-0.34557
153,4.0,119,-0.52698
154,2.0,119,-0.29309
155,3.0,119,-0.47143
156,9.0,119,-0.53431
157,2.0,119,-0.68481
158,10.0,119,-0.41466
159,6.0,119,0.98116
160,4.0,119,-0.036189
161,5.0,119,-0.44584
162,3.0,119,-0.19576
163,5.0,119,-0.46863
164,2.0,119,-0.48878
165,3.0,119,-0.4593
166,7.0,119,-0.40185
167,10.0,119,0.08176
168,5.0,119,-0.59983
169,10.0,119,-0.20148
170,9.0,119,-0.46083
171,1.0,119,-0.37346
172,6.0,119,-0.34662
173,10.0,119,-0.036656
174,3.0,119,-0.39837
175,7.0,119,-0.47153
176,1.0,119,-0.58546
177,11.0,119,0.21614
178,4.0,119,1.1512
179,1.0,119,-0.57766
180,7.0,119,2.1452
181,10.0,119,-0.32661
182,9.0,119,-0.56411
183,2.0,119,-0.48088
184,6.0,119,-0.43293
185,5.0,119,-0.65085
186,4.0,119,-0.55681
187,11.0,119,-0.46895
188,2.0,119,-0.49254
189,8.0,119,-0.46861
190,7.0,119,-0.13865
191,7.0,119,-0.37878
192,11.0,119,-0.41006
193,4.0,119,0.10843
194,8.0,119,2.8043
195,8.0,119,-0.63441
196,1.0,119,-0.49125
197,7.0,119,-0.42036
198,6.0,119,-0.3303
199,1.0,119,-0.40089
200,1.0,119,-0.44506
201,5.0,119,-0.74887
202,4.0,119,-0.55711
203,10.0,119,-0.282
204,2.0,119,1.096
205,5.0,119,-0.47253
206,11.0,119,-0.49832
207,9.0,119,-0.50106
208,8.0,119,1.092
209,2.0,119,-0.69881
210,9.0,119,-0.41457
211,1.0,119,-0.43624
212,1.0,119,-0.37382
213,4.0,119,-0.21296
214,1.0,119,-0.39136
215,3.0,119,-0.39134
216,7.0,119,0.9614
217,1.0,119,-0.4357
218,1.0,119,-0.39327
219,6.0,119,-0.44929
0,7.0,120,-0.31577
1,5.0,120,-0.71979
2,9.0,120,-0.44112
3,2.0,120,-0.57289
4,2.0,120,-0.35107
5,2.0,120,0.58676
6,9.0,120,-0.60238
7,2.0,120,0.10055
8,8.0,120,-0.41528
9,5.0,120,-0.268
10,9.0,120,-0.52453
11,5.0,120,-0.19021
12,8.0,120,-0.40684
13,6.0,120,-0.4753
14,10.0,120,-0.15745
15,6.0,120,-0.63788
16,7.0,120,-0.19827
17,9.0,120,-0.65734
18,2.0,120,-0.58118
19,1.0,120,-0.34075
20,7.0,120,-0.54008
21,8.0,120,-0.47411
22,3.0,120,-0.43295
23,8.0,120,0.37377
24,1.0,120,-0.66022
25,5.0,120,-0.5
26,9.0,120,-0.71551
27,7.0,120,0.10856
28,4.0,120,1.317
29,1.0,120,-0.34857
30,7.0,120,2.1005
31,7.0,120,-0.42374
32,4.0,120,-0.4281
33,6.0,120,-0.30843
34,1.0,120,-0.37757
35,6.0,120,-0.35189
36,3.0,120,-0.38232
37,6.0,120,-0.45418
38,9.0,120,-0.55711
39,11.0,120,0.24849
40,2.0,120,-0.15005
41,7.0,120,-0.17561
42,10.0,120,0.016862
43,8.0,120,-0.26022
44,3.0,120,-0.57614
45,10.0,120,-0.23905
46,11.0,120,-0.40894
47,4.0,120,-0.55761
48,11.0,120,-0.071429
49,3.0,120,-0.45245
50,11.0,120,-0.24221
51,11.0,120,-0.1069
52,6.0,120,-0.51905
53,11.0,120,0.058522
54,9.0,120,-0.51585
55,8.0,120,0.71396
56,8.0,120,1.0188
57,9.0,120,-0.48503
58,4.0,120,-0.020444
59,4.0,120,-0.025484
60,4.0,120,0.26885
61,4.0,120,-0.40355
62,4.0,120,-0.35098
63,7.0,120,1.3674
64,6.0,120,-0.53602
65,7.0,120,-0.26555
66,3.0,120,-0.60349
67,2.0,120,0.34413
68,1.0,120,-0.42404
69,5.0,120,-0.52274
70,10.0,120,-0.50962
71,11.0,120,-0.62206
72,10.0,120,-0.41468
73,6.0,120,-0.53874
74,2.0,120,-0.43527
75,5.0,120,-0.4606
76,8.0,120,-0.61411
77,3.0,120,-0.37322
78,4.0,120,-0.33658
79,11.0,120,-0.081425
80,8.0,120,-0.16023
81,5.0,120,-0.53567
82,9.0,120,-0.45647
83,10.0,120,0.8845
84,8.0,120,-0.24225
85,11.0,120,-0.4368
86,5.0,120,-0.50905
87,3.0,120,-0.21899
88,9.0,120,-0.39453
89,2.0,120,-0.52008
90,7.0,120,-0.38149
91,8.0,120,-0.44361
92,9.0,120,-0.21509
93,8.0,120,-0.38261
94,1.0,120,-0.40085
95,7.0,120,-0.41418
96,11.0,120,-0.25494
97,10.0,120,-0.35746
98,3.0,120,-0.48558
99,6.0,120,-0.51811
100,3.0,120,-0.41758
101,10.0,120,0.10209
102,6.0,120,-0.45509
103,9.0,120,-0.47832
104,5.0,120,-0.41401
105,11.0,120,-0.45698
106,4.0,120,-0.31528
107,1.0,120,-0.56219
108,10.0,120,-0.49168
109,8.0,120,-0.54965
110,3.0,120,-0.34566
111,8.0,120,-0.43241
112,3.0,120,-0.50538
113,4.0,120,-0.29836
114,10.0,120,-0.39515
115,10.0,120,0.085056
116,8.0,120,0.15798
117,6.0,120,-0.3732
118,5.0,120,-0.30051
119,11.0,120,-0.13745
120,6.0,120,-0.66885
121,1.0,120,-0.79077
122,10.0,120,0.58742
123,4.0,120,-0.06341
124,5.0,120,-0.47116
125,7.0,120,0.035589
126,11.0,120,0.21216
127,5.0,120,-0.43349
128,5.0,120,-0.33789
129,9.0,120,-0.46929
130,7.0,120,-0.46739
131,5.0,120,-0.48048
132,3.0,120,-0.38196
133,11.0,120,-0.29303
134,6.0,120,-0.14889
135,4.0,120,-0.24132
136,8.0,120,-0.46254
137,11.0,120,-0.25587
138,10.0,120,0.67482
139,1.0,120,-0.48048
140,11.0,120,-0.20987
141,3.0,120,-0.34136
142,9.0,120,-0.44231
143,9.0,120,-0.5681
144,6.0,120,-0.33322
145,3.0,120,-0.54889
146,2.0,120,-0.027743
147,2.0,120,0.84305
148,2.0,120,-0.50408
149,3.0,120,-0.29642
150,10.0,120,-0.57662
151,6.0,120,-0.47312
152,2.0,120,-0.44367
153,4.0,120,-0.52926
154,2.0,120,-0.29796
155,3.0,120,-0.47156
156,9.0,120,-0.50863
157,2.0,120,-0.6976
158,10.0,120,-0.36679
159,6.0,120,0.62799
160,4.0,120,-0.084688
161,5.0,120,-0.44309
162,3.0,120,-0.22052
163,5.0,120,-0.45955
164,2.0,120,-0.47255
165,3.0,120,-0.45944
166,7.0,120,-0.36927
167,10.0,120,0.041222
168,5.0,120,-0.58711
169,10.0,120,-0.26856
170,9.0,120,-0.46139
171,1.0,120,-0.36831
172,6.0,120,-0.37627
173,10.0,120,0.042328
174,3.0,120,-0.3985
175,7.0,120,-0.47235
176,1.0,120,-0.58468
177,11.0,120,0.10029
178,4.0,120,1.2325
179,1.0,120,-0.57864
180,7.0,120,2.0714
181,10.0,120,-0.33047
182,9.0,120,-0.56373
183,2.0,120,-0.47594
184,6.0,120,-0.45116
185,5.0,120,-0.6136
186,4.0,120,-0.51452
187,11.0,120,-0.52194
188,2.0,120,-0.48543
189,8.0,120,-0.48735
190,7.0,120,-0.078183
191,7.0,120,-0.36351
192,11.0,120,-0.40902
193,4.0,120,-0.05625
194,8.0,120,3.4361
195,8.0,120,-0.63581
196,1.0,120,-0.49041
197,7.0,120,-0.4042
198,6.0,120,-0.3357
199,1.0,120,-0.40082
200,1.0,120,-0.44506
201,5.0,120,-0.739
202,4.0,120,-0.54177
203,10.0,120,-0.28208
204,2.0,120,1.0044
205,5.0,120,-0.4625
206,11.0,120,-0.48757
207,9.0,120,-0.50085
208,8.0,120,0.86038
209,2.0,120,-0.67848
210,9.0,120,-0.41581
211,1.0,120,-0.43784
212,1.0,120,-0.37415
213,4.0,120,-0.25043
214,1.0,120,-0.39142
215,3.0,120,-0.39116
216,7.0,120,1.6764
217,1.0,120,-0.43816
218,1.0,120,-0.39064
219,6.0,120,-0.50127
0,7.0,121,-0.28968
1,5.0,121,-0.70031
2,9.0,121,-0.41838
3,2.0,121,-0.54258
4,2.0,121,-0.35323
5,2.0,121,0.70231
6,9.0,121,-0.60348
7,2.0,121,-0.079912
8,8.0,121,-0.44127
9,5.0,121,-0.27554
10,9.0,121,-0.5265
11,5.0,121,-0.15843
12,8.0,121,-0.40669
13,6.0,121,-0.47725
14,10.0,121,-0.21173
15,6.0,121,-0.63749
16,7.0,121,-0.028034
17,9.0,121,-0.65918
18,2.0,121,-0.56266
19,1.0,121,-0.33854
20,7.0,121,-0.53591
21,8.0,121,-0.48132
22,3.0,121,-0.43302
23,8.0,121,0.22616
24,1.0,121,-0.68283
25,5.0,121,-0.50579
26,9.0,121,-0.70274
27,7.0,121,0.23615
28,4.0,121,1.4768
29,1.0,121,-0.34881
30,7.0,121,2.4008
31,7.0,121,-0.42377
32,4.0,121,-0.42805
33,6.0,121,-0.36093
34,1.0,121,-0.37855
35,6.0,121,-0.39618
36,3.0,121,-0.38319
37,6.0,121,-0.44732
38,9.0,121,-0.55789
39,11.0,121,0.14492
40,2.0,121,-0.21445
41,7.0,121,-0.15822
42,10.0,121,-0.16179
43,8.0,121,-0.33052
44,3.0,121,-0.57661
45,10.0,121,-0.22279
46,11.0,121,-0.38788
47,4.0,121,-0.51225
48,11.0,121,-0.072722
49,3.0,121,-0.45545
50,11.0,121,-0.37421
51,11.0,121,-0.14229
52,6.0,121,-0.51745
53,11.0,121,0.059865
54,9.0,121,-0.51554
55,8.0,121,0.66361
56,8.0,121,0.87384
57,9.0,121,-0.48511
58,4.0,121,-0.013769
59,4.0,121,0.0665
60,4.0,121,0.39204
61,4.0,121,-0.37699
62,4.0,121,-0.32771
63,7.0,121,1.5624
64,6.0,121,-0.49427
65,7.0,121,-0.13546
66,3.0,121,-0.60611
67,2.0,121,0.38305
68,1.0,121,-0.42416
69,5.0,121,-0.51553
70,10.0,121,-0.52008
71,11.0,121,-0.59263
72,10.0,121,-0.44195
73,6.0,121,-0.52222
74,2.0,121,-0.43853
75,5.0,121,-0.46034
76,8.0,121,-0.64366
77,3.0,121,-0.37328
78,4.0,121,-0.29455
79,11.0,121,-0.1084
80,8.0,121,-0.041388
81,5.0,121,-0.53223
82,9.0,121,-0.46218
83,10.0,121,1.0321
84,8.0,121,-0.29123
85,11.0,121,-0.43828
86,5.0,121,-0.50884
87,3.0,121,-0.27492
88,9.0,121,-0.39452
89,2.0,121,-0.52088
90,7.0,121,-0.37313
91,8.0,121,-0.46724
92,9.0,121,-0.21459
93,8.0,121,-0.42831
94,1.0,121,-0.39994
95,7.0,121,-0.41438
96,11.0,121,-0.28328
97,10.0,121,-0.3641
98,3.0,121,-0.48278
99,6.0,121,-0.51977
100,3.0,121,-0.41765
101,10.0,121,0.13404
102,6.0,121,-0.42757
103,9.0,121,-0.47831
104,5.0,121,-0.41571
105,11.0,121,-0.44714
106,4.0,121,-0.37722
107,1.0,121,-0.562
108,10.0,121,-0.43493
109,8.0,121,-0.55105
110,3.0,121,-0.34287
111,8.0,121,-0.43564
112,3.0,121,-0.50893
113,4.0,121,-0.25987
114,10.0,121,-0.34942
115,10.0,121,0.018871
116,8.0,121,-0.023696
117,6.0,121,-0.3382
118,5.0,121,-0.26408
119,11.0,121,-0.21877
120,6.0,121,-0.66306
121,1.0,121,-0.7938
122,10.0,121,0.79535
123,4.0,121,-0.006758
124,5.0,121,-0.45139
125,7.0,121,0.23701
126,11.0,121,0.13182
127,5.0,121,-0.42552
128,5.0,121,-0.21521
129,9.0,121,-0.46896
130,7.0,121,-0.44602
131,5.0,121,-0.48424
132,3.0,121,-0.38636
133,11.0,121,-0.25607
134,6.0,121,-0.048861
135,4.0,121,-0.23933
136,8.0,121,-0.46284
137,11.0,121,-0.25769
138,10.0,121,0.88718
139,1.0,121,-0.48103
140,11.0,121,-0.27819
141,3.0,121,-0.34105
142,9.0,121,-0.4436
143,9.0,121,-0.56861
144,6.0,121,-0.28591
145,3.0,121,-0.55029
146,2.0,121,-0.060569
147,2.0,121,0.79663
148,2.0,121,-0.51479
149,3.0,121,-0.28421
150,10.0,121,-0.59739
151,6.0,121,-0.47362
152,2.0,121,-0.53278
153,4.0,121,-0.53178
154,2.0,121,-0.2979
155,3.0,121,-0.47181
156,9.0,121,-0.49756
157,2.0,121,-0.70124
158,10.0,121,-0.29487
159,6.0,121,0.3387
160,4.0,121,-0.11975
161,5.0,121,-0.44034
162,3.0,121,-0.24037
163,5.0,121,-0.45723
164,2.0,121,-0.45529
165,3.0,121,-0.45988
166,7.0,121,-0.33761
167,10.0,121,-0.028987
168,5.0,121,-0.5669
169,10.0,121,-0.35432
170,9.0,121,-0.46253
171,1.0,121,-0.37166
172,6.0,121,-0.38489
173,10.0,121,0.12232
174,3.0,121,-0.39841
175,7.0,121,-0.47171
176,1.0,121,-0.58414
177,11.0,121,0.050459
178,4.0,121,1.2509
179,1.0,121,-0.57741
180,7.0,121,1.9066
181,10.0,121,-0.33219
182,9.0,121,-0.56315
183,2.0,121,-0.46165
184,6.0,121,-0.46291
185,5.0,121,-0.57826
186,4.0,121,-0.48001
187,11.0,121,-0.55559
188,2.0,121,-0.41446
189,8.0,121,-0.50632
190,7.0,121,0.0026598
191,7.0,121,-0.33305
192,11.0,121,-0.39649
193,4.0,121,-0.23673
194,8.0,121,4.1061
195,8.0,121,-0.63687
196,1.0,121,-0.49552
197,7.0,121,-0.3595
198,6.0,121,-0.34314
199,1.0,121,-0.40212
200,1.0,121,-0.44488
201,5.0,121,-0.74058
202,4.0,121,-0.52606
203,10.0,121,-0.28196
204,2.0,121,0.75084
205,5.0,121,-0.44804
206,11.0,121,-0.45874
207,9.0,121,-0.50109
208,8.0,121,0.62891
209,2.0,121,-0.69507
210,9.0,121,-0.41713
211,1.0,121,-0.43639
212,1.0,121,-0.37513
213,4.0,121,-0.28589
214,1.0,121,-0.39121
215,3.0,121,-0.39117
216,7.0,121,2.1078
217,1.0,121,-0.43879
218,1.0,121,-0.38801
219,6.0,121,-0.54842
0,7.0,122,-0.26631
1,5.0,122,-0.67799
2,9.0,122,-0.39382
3,2.0,122,-0.53336
4,2.0,122,-0.3373
5,2.0,122,0.73024
6,9.0,122,-0.60379
7,2.0,122,-0.20911
8,8.0,122,-0.4612
9,5.0,122,-0.2831
10,9.0,122,-0.52831
11,5.0,122,0.16401
12,8.0,122,-0.4066
13,6.0,122,-0.48182
14,10.0,122,-0.26176
15,6.0,122,-0.63748
16,7.0,122,0.20786
17,9.0,122,-0.65998
18,2.0,122,-0.5442
19,1.0,122,-0.338
20,7.0,122,-0.52974
21,8.0,122,-0.48762
22,3.0,122,-0.43308
23,8.0,122,0.16941
24,1.0,122,-0.7053
25,5.0,122,-0.51245
26,9.0,122,-0.67975
27,7.0,122,0.33988
28,4.0,122,1.4746
29,1.0,122,-0.3488
30,7.0,122,3.0343
31,7.0,122,-0.42389
32,4.0,122,-0.42792
33,6.0,122,-0.39843
34,1.0,122,-0.37493
35,6.0,122,-0.43646
36,3.0,122,-0.38394
37,6.0,122,-0.42811
38,9.0,122,-0.55912
39,11.0,122,0.058941
40,2.0,122,-0.27361
41,7.0,122,0.035536
42,10.0,122,-0.29184
43,8.0,122,-0.39794
44,3.0,122,-0.56368
45,10.0,122,-0.24732
46,11.0,122,-0.34246
47,4.0,122,-0.46432
48,11.0,122,-0.18416
49,3.0,122,-0.46155
50,11.0,122,-0.52324
51,11.0,122,-0.12452
52,6.0,122,-0.51497
53,11.0,122,0.023433
54,9.0,122,-0.52214
55,8.0,122,0.56441
56,8.0,122,0.7047
57,9.0,122,-0.48526
58,4.0,122,-0.0031979
59,4.0,122,0.14931
60,4.0,122,0.44779
61,4.0,122,-0.34274
62,4.0,122,-0.28213
63,7.0,122,1.8879
64,6.0,122,-0.45443
65,7.0,122,0.040324
66,3.0,122,-0.60698
67,2.0,122,0.34383
68,1.0,122,-0.42427
69,5.0,122,-0.50213
70,10.0,122,-0.52829
71,11.0,122,-0.61078
72,10.0,122,-0.49487
73,6.0,122,-0.50485
74,2.0,122,-0.43686
75,5.0,122,-0.4596
76,8.0,122,-0.66214
77,3.0,122,-0.37352
78,4.0,122,-0.24018
79,11.0,122,-0.21979
80,8.0,122,0.12093
81,5.0,122,-0.52503
82,9.0,122,-0.4653
83,10.0,122,1.101
84,8.0,122,-0.33678
85,11.0,122,-0.43738
86,5.0,122,-0.5088
87,3.0,122,-0.29257
88,9.0,122,-0.3949
89,2.0,122,-0.53037
90,7.0,122,-0.36044
91,8.0,122,-0.48978
92,9.0,122,-0.21392
93,8.0,122,-0.45854
94,1.0,122,-0.39861
95,7.0,122,-0.41461
96,11.0,122,-0.3499
97,10.0,122,-0.38229
98,3.0,122,-0.48042
99,6.0,122,-0.51745
100,3.0,122,-0.41768
101,10.0,122,0.12229
102,6.0,122,-0.39543
103,9.0,122,-0.47819
104,5.0,122,-0.41732
105,11.0,122,-0.44352
106,4.0,122,-0.41004
107,1.0,122,-0.56043
108,10.0,122,-0.36716
109,8.0,122,-0.55086
110,3.0,122,-0.34282
111,8.0,122,-0.43735
112,3.0,122,-0.51149
113,4.0,122,-0.20398
114,10.0,122,-0.30536
115,10.0,122,-0.01171
116,8.0,122,-0.15829
117,6.0,122,-0.32053
118,5.0,122,-0.2913
119,11.0,122,-0.3066
120,6.0,122,-0.65219
121,1.0,122,-0.79654
122,10.0,122,0.96617
123,4.0,122,0.054287
124,5.0,122,-0.4361
125,7.0,122,0.54658
126,11.0,122,0.0095263
127,5.0,122,-0.41703
128,5.0,122,0.0017272
129,9.0,122,-0.46783
130,7.0,122,-0.43193
131,5.0,122,-0.48746
132,3.0,122,-0.3883
133,11.0,122,-0.22993
134,6.0,122,0.083575
135,4.0,122,-0.20187
136,8.0,122,-0.46292
137,11.0,122,-0.21467
138,10.0,122,0.92949
139,1.0,122,-0.48929
140,11.0,122,-0.26171
141,3.0,122,-0.34133
142,9.0,122,-0.4431
143,9.0,122,-0.5676
144,6.0,122,-0.22273
145,3.0,122,-0.55061
146,2.0,122,-0.096404
147,2.0,122,0.6988
148,2.0,122,-0.52468
149,3.0,122,-0.2767
150,10.0,122,-0.59891
151,6.0,122,-0.47395
152,2.0,122,-0.58782
153,4.0,122,-0.53503
154,2.0,122,-0.29747
155,3.0,122,-0.47145
156,9.0,122,-0.50547
157,2.0,122,-0.70285
158,10.0,122,-0.19433
159,6.0,122,0.096666
160,4.0,122,-0.093583
161,5.0,122,-0.43742
162,3.0,122,-0.25847
163,5.0,122,-0.456
164,2.0,122,-0.41844
165,3.0,122,-0.46024
166,7.0,122,-0.30575
167,10.0,122,0.011053
168,5.0,122,-0.54246
169,10.0,122,-0.44566
170,9.0,122,-0.46314
171,1.0,122,-0.39193
172,6.0,122,-0.38587
173,10.0,122,0.19055
174,3.0,122,-0.39846
175,7.0,122,-0.47183
176,1.0,122,-0.58428
177,11.0,122,-0.0083242
178,4.0,122,1.2015
179,1.0,122,-0.57885
180,7.0,122,1.6576
181,10.0,122,-0.33422
182,9.0,122,-0.56247
183,2.0,122,-0.43652
184,6.0,122,-0.46733
185,5.0,122,-0.5378
186,4.0,122,-0.46294
187,11.0,122,-0.57821
188,2.0,122,-0.25169
189,8.0,122,-0.52717
190,7.0,122,0.1059
191,7.0,122,-0.28593
192,11.0,122,-0.37122
193,4.0,122,-0.41145
194,8.0,122,4.7256
195,8.0,122,-0.63745
196,1.0,122,-0.50116
197,7.0,122,-0.32079
198,6.0,122,-0.3471
199,1.0,122,-0.40556
200,1.0,122,-0.44524
201,5.0,122,-0.7266
202,4.0,122,-0.51223
203,10.0,122,-0.28149
204,2.0,122,0.46032
205,5.0,122,-0.42951
206,11.0,122,-0.45191
207,9.0,122,-0.50163
208,8.0,122,0.44285
209,2.0,122,-0.69465
210,9.0,122,-0.41853
211,1.0,122,-0.43693
212,1.0,122,-0.37619
213,4.0,122,-0.3222
214,1.0,122,-0.39143
215,3.0,122,-0.39142
216,7.0,122,2.2994
217,1.0,122,-0.43923
218,1.0,122,-0.38531
219,6.0,122,-0.58735
0,7.0,123,-0.2496
1,5.0,123,-0.64615
2,9.0,123,-0.36885
3,2.0,123,-0.46875
4,2.0,123,-0.32482
5,2.0,123,0.67348
6,9.0,123,-0.60243
7,2.0,123,-0.29268
8,8.0,123,-0.47575
9,5.0,123,-0.28974
10,9.0,123,-0.53207
11,5.0,123,0.85125
12,8.0,123,-0.40625
13,6.0,123,-0.48573
14,10.0,123,-0.29419
15,6.0,123,-0.63729
16,7.0,123,0.5222
17,9.0,123,-0.65866
18,2.0,123,-0.5139
19,1.0,123,-0.339
20,7.0,123,-0.52159
21,8.0,123,-0.48842
22,3.0,123,-0.4332
23,8.0,123,0.04898
24,1.0,123,-0.7255
25,5.0,123,-0.51391
26,9.0,123,-0.6522
27,7.0,123,0.34802
28,4.0,123,1.3652
29,1.0,123,-0.34887
30,7.0,123,3.889
31,7.0,123,-0.42399
32,4.0,123,-0.4275
33,6.0,123,-0.41047
34,1.0,123,-0.39211
35,6.0,123,-0.47064
36,3.0,123,-0.38491
37,6.0,123,-0.39015
38,9.0,123,-0.56143
39,11.0,123,0.065341
40,2.0,123,-0.32263
41,7.0,123,0.46135
42,10.0,123,-0.36342
43,8.0,123,-0.43334
44,3.0,123,-0.55833
45,10.0,123,-0.3089
46,11.0,123,-0.29492
47,4.0,123,-0.41314
48,11.0,123,-0.19117
49,3.0,123,-0.46864
50,11.0,123,-0.50698
51,11.0,123,-0.071249
52,6.0,123,-0.51234
53,11.0,123,-0.059162
54,9.0,123,-0.52664
55,8.0,123,0.45704
56,8.0,123,0.52699
57,9.0,123,-0.48535
58,4.0,123,0.036146
59,4.0,123,0.21959
60,4.0,123,0.46406
61,4.0,123,-0.28015
62,4.0,123,-0.19832
63,7.0,123,2.1074
64,6.0,123,-0.41625
65,7.0,123,0.26067
66,3.0,123,-0.60688
67,2.0,123,0.29318
68,1.0,123,-0.42481
69,5.0,123,-0.47829
70,10.0,123,-0.53301
71,11.0,123,-0.62203
72,10.0,123,-0.52534
73,6.0,123,-0.47498
74,2.0,123,-0.44024
75,5.0,123,-0.45932
76,8.0,123,-0.67962
77,3.0,123,-0.37349
78,4.0,123,-0.1812
79,11.0,123,-0.17429
80,8.0,123,0.2669
81,5.0,123,-0.51127
82,9.0,123,-0.46836
83,10.0,123,1.0769
84,8.0,123,-0.37241
85,11.0,123,-0.4356
86,5.0,123,-0.50885
87,3.0,123,-0.28826
88,9.0,123,-0.39499
89,2.0,123,-0.51857
90,7.0,123,-0.33886
91,8.0,123,-0.50935
92,9.0,123,-0.2021
93,8.0,123,-0.48328
94,1.0,123,-0.39758
95,7.0,123,-0.41485
96,11.0,123,-0.38663
97,10.0,123,-0.40106
98,3.0,123,-0.47974
99,6.0,123,-0.50931
100,3.0,123,-0.41756
101,10.0,123,0.077815
102,6.0,123,-0.3641
103,9.0,123,-0.47805
104,5.0,123,-0.4187
105,11.0,123,-0.51157
106,4.0,123,-0.40258
107,1.0,123,-0.56014
108,10.0,123,-0.29415
109,8.0,123,-0.54931
110,3.0,123,-0.34478
111,8.0,123,-0.43913
112,3.0,123,-0.5162
113,4.0,123,-0.12501
114,10.0,123,-0.27985
115,10.0,123,-0.042716
116,8.0,123,-0.26577
117,6.0,123,-0.3178
118,5.0,123,-0.30762
119,11.0,123,-0.40741
120,6.0,123,-0.63637
121,1.0,123,-0.7987
122,10.0,123,1.0724
123,4.0,123,0.11518
124,5.0,123,-0.43491
125,7.0,123,0.99376
126,11.0,123,-0.12835
127,5.0,123,-0.40889
128,5.0,123,0.32229
129,9.0,123,-0.46693
130,7.0,123,-0.42415
131,5.0,123,-0.48779
132,3.0,123,-0.38734
133,11.0,123,-0.26465
134,6.0,123,0.2521
135,4.0,123,-0.13535
136,8.0,123,-0.4632
137,11.0,123,-0.20967
138,10.0,123,0.85651
139,1.0,123,-0.49237
140,11.0,123,-0.30792
141,3.0,123,-0.34092
142,9.0,123,-0.44443
143,9.0,123,-0.56595
144,6.0,123,-0.14539
145,3.0,123,-0.55052
146,2.0,123,-0.13674
147,2.0,123,0.56286
148,2.0,123,-0.5252
149,3.0,123,-0.27496
150,10.0,123,-0.62452
151,6.0,123,-0.47359
152,2.0,123,-0.6107
153,4.0,123,-0.5371
154,2.0,123,-0.29884
155,3.0,123,-0.47134
156,9.0,123,-0.51918
157,2.0,123,-0.6811
158,10.0,123,-0.064591
